market_id,created_at,actual_delivery_time,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_dashers,total_busy_dashers,total_outstanding_orders,estimated_store_to_consumer_driving_duration
2.0,2015-01-27 02:57:36,2015-01-27 03:38:36,68,2.0,4,4500,4,1000,1100,86.0,106.0,115.0,181.0
2.0,2015-02-07 02:49:54,2015-02-07 03:42:54,68,2.0,7,4900,6,150,1100,152.0,131.0,211.0,551.0
2.0,2015-02-07 21:28:44,2015-02-07 22:04:44,68,2.0,3,1950,3,150,1000,66.0,61.0,72.0,552.0
2.0,2015-02-08 04:03:36,2015-02-08 04:56:36,68,2.0,2,2100,2,1000,1100,114.0,112.0,171.0,610.0
2.0,2015-02-08 03:13:30,2015-02-08 04:15:30,68,2.0,5,5000,5,700,1100,130.0,120.0,205.0,825.0
2.0,2015-02-13 02:24:27,2015-02-13 03:08:27,68,2.0,5,2800,4,150,1100,131.0,86.0,152.0,265.0
2.0,2015-01-30 01:53:10,2015-01-30 02:45:10,68,2.0,8,5400,7,150,1500,101.0,99.0,133.0,579.0
2.0,2015-02-03 03:24:59,2015-02-03 04:15:59,7,1.0,3,1800,3,200,1000,96.0,89.0,154.0,415.0
2.0,2015-02-06 21:53:17,2015-02-06 22:27:17,68,2.0,1,1045,1,1056,1132,45.0,50.0,53.0,445.0
2.0,2015-02-08 04:27:42,2015-02-08 05:19:42,68,2.0,4,3800,4,200,1500,91.0,93.0,148.0,195.0
2.0,2015-01-25 02:24:53,2015-01-25 03:11:53,68,2.0,4,2450,4,200,1100,109.0,114.0,158.0,263.0
2.0,2015-01-24 19:50:10,2015-01-24 20:34:10,68,2.0,3,3000,3,1000,1000,45.0,54.0,71.0,440.0
2.0,2015-02-09 01:56:04,2015-02-09 02:40:04,68,2.0,1,1000,1,1000,1000,124.0,77.0,149.0,650.0
2.0,2015-02-06 02:31:44,2015-02-06 03:14:44,68,2.0,4,3200,4,200,1300,153.0,89.0,129.0,513.0
2.0,2015-02-06 01:33:11,2015-02-06 02:18:11,68,2.0,10,5200,5,150,1200,114.0,85.0,89.0,888.0
2.0,2015-02-14 20:49:52,2015-02-14 21:26:52,68,2.0,1,1100,1,1100,1100,69.0,59.0,65.0,832.0
2.0,2015-02-13 22:27:40,2015-02-13 22:59:40,68,2.0,1,1000,1,1000,1000,34.0,33.0,38.0,342.0
1.0,2015-02-04 21:03:16,2015-02-04 21:46:16,2,1.0,1,1100,1,1100,1100,47.0,47.0,67.0,478.0
2.0,2015-02-08 03:03:39,2015-02-08 03:59:39,68,2.0,6,4800,5,500,1000,132.0,125.0,201.0,507.0
2.0,2015-01-31 04:02:29,2015-01-31 04:56:29,68,2.0,2,1700,2,700,1000,125.0,124.0,197.0,590.0
2.0,2015-02-04 21:42:15,2015-02-04 22:27:15,68,2.0,2,2000,2,1000,1000,33.0,37.0,51.0,635.0
2.0,2015-02-09 03:24:55,2015-02-09 04:19:55,68,2.0,9,4650,7,150,1100,122.0,122.0,181.0,636.0
2.0,2015-02-07 02:29:11,2015-02-07 03:23:11,68,2.0,7,5500,6,500,1100,149.0,118.0,209.0,444.0
2.0,2015-02-07 02:24:08,2015-02-07 03:16:08,68,2.0,4,4200,4,800,1000,151.0,117.0,214.0,234.0
2.0,2015-02-08 01:52:04,2015-02-08 02:40:04,68,2.0,4,5700,4,1000,1800,127.0,87.0,132.0,442.0
2.0,2015-02-02 01:32:42,2015-02-02 02:22:42,68,2.0,4,3800,4,700,1000,76.0,78.0,122.0,181.0
2.0,2015-01-24 20:12:39,2015-01-24 21:07:39,68,2.0,4,4100,4,700,1500,52.0,61.0,85.0,808.0
2.0,2015-02-07 01:36:02,2015-02-07 02:19:02,68,2.0,3,2350,3,350,1000,138.0,84.0,131.0,441.0
2.0,2015-02-10 02:17:24,2015-02-10 03:07:24,68,2.0,4,5300,4,1000,1500,99.0,78.0,124.0,684.0
2.0,2015-01-29 20:59:18,2015-01-29 21:35:18,68,2.0,5,3300,4,150,1100,68.0,64.0,65.0,500.0
2.0,2015-01-26 03:17:18,2015-01-26 03:57:18,68,2.0,2,2157,2,1115,1193,57.0,77.0,72.0,658.0
2.0,2015-02-02 20:19:32,2015-02-02 21:02:32,68,2.0,2,1900,2,900,1000,46.0,42.0,69.0,565.0
2.0,2015-01-24 01:54:58,2015-01-24 02:42:58,68,2.0,6,5700,6,700,1000,107.0,101.0,136.0,387.0
2.0,2015-01-23 19:59:33,2015-01-23 20:39:33,68,2.0,2,1700,2,700,1000,54.0,52.0,76.0,431.0
2.0,2015-02-03 04:11:58,2015-02-03 05:08:58,68,2.0,6,4600,5,150,1100,70.0,73.0,121.0,508.0
2.0,2015-02-01 04:33:31,2015-02-01 05:34:31,68,2.0,4,4000,3,700,1500,87.0,87.0,141.0,755.0
2.0,2015-02-17 03:03:42,2015-02-17 03:41:42,68,2.0,2,1300,2,200,1100,107.0,79.0,93.0,713.0
1.0,2015-02-05 01:43:40,2015-02-05 02:36:40,55,1.0,3,4480,3,645,1620,7.0,7.0,12.0,347.0
1.0,2015-02-18 03:04:35,2015-02-18 03:57:35,55,1.0,1,1740,1,1470,1470,11.0,8.0,12.0,679.0
1.0,2015-02-10 23:34:31,2015-02-11 00:12:31,55,1.0,1,1915,1,1620,1620,5.0,3.0,2.0,229.0
1.0,2015-01-22 03:54:53,2015-01-22 04:49:53,55,1.0,4,2827,3,376,1280,8.0,8.0,10.0,621.0
1.0,2015-02-01 01:04:43,2015-02-01 01:54:43,55,1.0,4,3125,4,215,1280,6.0,6.0,6.0,361.0
1.0,2015-01-29 03:17:58,2015-01-29 04:07:58,55,1.0,2,2780,2,795,1470,12.0,13.0,14.0,493.0
1.0,2015-01-31 02:24:55,2015-01-31 03:11:55,55,1.0,2,1896,2,920,976,15.0,15.0,14.0,490.0
1.0,2015-01-25 22:37:11,2015-01-25 23:29:11,55,1.0,2,2860,2,795,1720,6.0,6.0,8.0,621.0
1.0,2015-01-23 03:32:35,2015-01-23 04:19:35,55,1.0,3,1755,3,215,1070,15.0,10.0,10.0,559.0
1.0,2015-01-24 02:06:20,2015-01-24 02:58:20,55,1.0,1,2080,1,1525,1525,18.0,19.0,24.0,524.0
1.0,2015-02-06 02:08:28,2015-02-06 02:54:28,55,1.0,4,2010,4,70,925,18.0,10.0,9.0,592.0
1.0,2015-02-04 02:35:50,2015-02-04 03:28:50,55,1.0,4,1935,4,0,645,10.0,11.0,17.0,547.0
1.0,2015-02-12 01:30:34,2015-02-12 02:03:34,20,3.0,3,779,2,75,529,23.0,17.0,18.0,218.0
5.0,2015-02-04 20:21:31,2015-02-04 20:56:31,57,4.0,1,839,1,839,839,15.0,9.0,11.0,385.0
5.0,2015-02-15 17:12:20,2015-02-15 17:55:20,57,4.0,4,1426,3,189,469,2.0,2.0,3.0,414.0
5.0,2015-02-13 22:46:17,2015-02-13 23:21:17,57,4.0,1,664,1,529,529,11.0,5.0,4.0,327.0
5.0,2015-02-16 21:51:09,2015-02-16 22:27:09,57,4.0,1,849,1,549,549,10.0,9.0,9.0,372.0
5.0,2015-01-27 20:32:38,2015-01-27 21:15:38,57,4.0,4,2751,2,479,779,10.0,10.0,9.0,624.0
5.0,2015-01-28 20:27:51,2015-01-28 21:05:51,57,4.0,2,1748,2,849,899,14.0,8.0,9.0,455.0
5.0,2015-02-03 01:35:35,2015-02-03 02:23:35,57,4.0,3,1647,3,199,849,15.0,15.0,22.0,674.0
5.0,2015-01-31 20:24:23,2015-01-31 21:01:23,57,4.0,8,2516,3,75,529,16.0,16.0,18.0,219.0
5.0,2015-02-08 01:23:33,2015-02-08 02:03:33,57,4.0,5,2615,5,218,866,29.0,17.0,18.0,407.0
5.0,2015-01-30 18:51:06,2015-01-30 19:32:06,57,4.0,3,1836,3,299,748,4.0,4.0,9.0,218.0
5.0,2015-02-04 02:58:46,2015-02-04 03:37:46,57,4.0,3,1617,3,469,569,23.0,18.0,25.0,424.0
5.0,2015-02-17 22:23:21,2015-02-17 23:03:21,57,4.0,2,828,2,299,529,8.0,7.0,8.0,561.0
5.0,2015-01-28 19:29:51,2015-01-28 20:11:51,57,4.0,4,3115,4,639,949,11.0,7.0,10.0,455.0
5.0,2015-02-04 19:04:26,2015-02-04 19:54:26,57,4.0,9,7314,9,499,949,9.0,10.0,10.0,362.0
5.0,2015-01-30 20:04:38,2015-01-30 20:42:38,57,4.0,1,868,1,828,828,12.0,11.0,19.0,255.0
5.0,2015-02-17 19:12:39,2015-02-17 19:55:39,57,4.0,5,3254,5,199,899,8.0,8.0,10.0,421.0
5.0,2015-02-11 17:31:06,2015-02-11 18:08:06,57,4.0,2,833,2,339,419,4.0,3.0,3.0,218.0
5.0,2015-02-11 00:37:44,2015-02-11 01:19:44,57,4.0,2,1218,2,479,639,10.0,10.0,11.0,425.0
5.0,2015-01-28 02:07:51,2015-01-28 02:49:51,57,4.0,2,1078,2,529,549,20.0,8.0,11.0,771.0
5.0,2015-02-09 20:14:23,2015-02-09 21:06:23,57,4.0,9,4460,7,199,889,12.0,12.0,20.0,674.0
5.0,2015-01-25 23:20:44,2015-01-26 00:02:44,57,4.0,1,629,1,529,529,9.0,14.0,12.0,632.0
5.0,2015-02-17 22:17:43,2015-02-17 23:03:43,57,4.0,11,2873,6,75,529,9.0,4.0,6.0,642.0
5.0,2015-02-15 20:52:05,2015-02-15 21:33:05,57,4.0,2,1198,2,479,619,21.0,13.0,18.0,643.0
5.0,2015-01-28 18:50:09,2015-01-28 19:37:09,57,4.0,9,6329,7,199,889,5.0,5.0,7.0,298.0
5.0,2015-01-23 19:31:34,2015-01-23 20:08:34,57,4.0,1,808,1,748,748,14.0,7.0,7.0,518.0
5.0,2015-02-05 19:24:53,2015-02-05 20:06:53,57,4.0,2,1325,2,378,689,12.0,14.0,20.0,473.0
5.0,2015-01-27 00:43:30,2015-01-27 01:26:30,57,4.0,2,1227,2,269,748,4.0,7.0,2.0,536.0
5.0,2015-01-26 19:36:52,2015-01-26 20:16:52,57,4.0,4,2611,3,479,779,9.0,13.0,12.0,424.0
5.0,2015-02-12 19:59:40,2015-02-12 20:34:40,57,4.0,1,748,1,748,748,19.0,19.0,26.0,220.0
1.0,2015-01-23 02:14:04,2015-01-23 02:57:04,4,1.0,2,5200,2,2400,2800,70.0,64.0,61.0,583.0
3.0,2015-01-26 00:45:22,2015-01-26 01:44:22,38,1.0,4,3326,4,349,1679,5.0,5.0,8.0,586.0
3.0,2015-02-05 00:55:56,2015-02-05 01:40:56,38,1.0,2,2028,2,729,1299,3.0,3.0,4.0,417.0
3.0,2015-02-07 03:10:58,2015-02-07 03:57:58,38,4.0,4,2925,4,399,1448,9.0,9.0,11.0,492.0
3.0,2015-02-02 04:08:50,2015-02-02 05:02:50,38,1.0,1,649,1,649,649,3.0,6.0,9.0,736.0
3.0,2015-02-01 04:55:27,2015-02-01 05:52:27,38,1.0,2,2198,2,399,1799,9.0,4.0,4.0,1006.0
5.0,2015-02-12 23:21:54,2015-02-13 00:10:54,38,2.0,1,1379,1,1379,1379,2.0,2.0,2.0,887.0
3.0,2015-02-15 02:41:37,2015-02-15 03:31:37,38,1.0,1,1799,1,1799,1799,8.0,5.0,4.0,698.0
3.0,2015-01-23 02:43:33,2015-01-23 03:27:33,38,1.0,1,1649,1,1649,1649,7.0,4.0,5.0,470.0
3.0,2015-01-22 03:59:28,2015-01-22 04:43:28,38,1.0,2,2348,2,699,1649,8.0,7.0,5.0,505.0
3.0,2015-01-27 03:51:05,2015-01-27 04:44:05,38,1.0,5,3098,5,349,1649,5.0,5.0,5.0,743.0
3.0,2015-02-15 02:29:03,2015-02-15 03:33:03,38,4.0,10,10281,6,399,1649,9.0,7.0,8.0,667.0
3.0,2015-02-03 02:17:01,2015-02-03 02:59:01,38,1.0,2,3248,2,1599,1649,9.0,9.0,5.0,423.0
3.0,2015-01-24 05:46:49,2015-01-24 06:37:49,38,1.0,4,4837,3,350,1679,4.0,4.0,4.0,483.0
3.0,2015-02-12 22:13:40,2015-02-12 22:58:40,38,1.0,2,1928,2,649,1279,5.0,3.0,3.0,710.0
4.0,2015-01-22 22:44:50,2015-01-22 23:17:50,55,1.0,1,1245,1,699,699,11.0,13.0,13.0,145.0
4.0,2015-01-25 02:18:31,2015-01-25 03:11:31,55,1.0,6,3555,6,250,1035,60.0,77.0,96.0,315.0
4.0,2015-01-29 02:31:19,2015-01-29 03:16:19,55,1.0,2,2545,2,1095,1450,70.0,60.0,87.0,526.0
4.0,2015-01-22 00:52:36,2015-01-22 01:25:36,55,1.0,4,3200,4,400,550,46.0,26.0,23.0,235.0
4.0,2015-02-15 01:52:16,2015-02-15 02:43:16,55,1.0,1,2130,1,1895,1895,63.0,53.0,92.0,376.0
4.0,2015-02-14 01:44:07,2015-02-14 02:40:07,55,1.0,3,3120,2,650,1450,69.0,65.0,109.0,481.0
4.0,2015-02-04 03:04:01,2015-02-04 03:46:01,55,1.0,5,2680,5,95,625,58.0,51.0,70.0,389.0
4.0,2015-02-05 21:47:41,2015-02-05 22:19:41,55,1.0,1,885,1,695,695,25.0,13.0,13.0,452.0
4.0,2015-02-15 04:34:13,2015-02-15 05:35:13,55,1.0,5,3750,5,300,1050,49.0,48.0,82.0,637.0
4.0,2015-02-06 04:02:14,2015-02-06 04:42:14,55,1.0,3,2800,3,668,1223,69.0,60.0,69.0,471.0
4.0,2015-02-11 02:59:44,2015-02-11 03:46:44,55,1.0,7,4300,6,100,1050,62.0,48.0,81.0,321.0
4.0,2015-02-14 02:01:41,2015-02-14 03:04:41,55,1.0,2,4195,2,2005,2190,72.0,67.0,128.0,575.0
4.0,2015-01-27 04:46:16,2015-01-27 05:23:16,55,1.0,5,4405,4,400,1075,23.0,47.0,19.0,372.0
4.0,2015-01-29 01:02:33,2015-01-29 01:46:33,55,1.0,7,6500,6,300,1000,39.0,29.0,28.0,391.0
4.0,2015-01-28 02:08:05,2015-01-28 02:51:05,55,1.0,1,2375,1,2190,2190,60.0,60.0,93.0,125.0
5.0,2015-02-18 03:16:15,2015-02-18 03:55:15,4,4.0,2,3430,2,100,3330,61.0,43.0,61.0,536.0
4.0,2015-01-28 20:07:25,2015-01-28 20:51:25,55,1.0,3,2000,3,100,650,34.0,34.0,52.0,445.0
4.0,2015-01-28 02:25:36,2015-01-28 03:19:36,55,1.0,1,3035,1,2150,2150,59.0,57.0,104.0,328.0
4.0,2015-02-18 04:39:12,2015-02-18 05:24:12,55,1.0,6,4685,5,40,1095,30.0,23.0,28.0,456.0
4.0,2015-01-25 03:08:19,2015-01-25 04:10:19,55,1.0,1,2170,1,1450,1450,52.0,73.0,104.0,670.0
4.0,2015-02-10 01:01:21,2015-02-10 01:42:21,55,1.0,9,4815,6,125,575,30.0,27.0,31.0,236.0
4.0,2015-02-11 01:40:10,2015-02-11 02:19:10,55,1.0,4,0,4,650,3070,55.0,46.0,54.0,601.0
4.0,2015-01-23 00:59:14,2015-01-23 01:46:14,55,1.0,2,4450,2,550,699,37.0,35.0,36.0,546.0
1.0,2015-02-07 03:59:45,2015-02-07 04:51:45,39,1.0,8,5925,6,500,1250,29.0,29.0,41.0,273.0
1.0,2015-02-15 03:04:39,2015-02-15 03:57:39,39,1.0,6,4570,5,500,1350,24.0,23.0,36.0,327.0
1.0,2015-02-07 01:58:12,2015-02-07 02:40:12,39,1.0,5,2925,5,525,725,25.0,21.0,20.0,351.0
1.0,2015-01-30 02:27:03,2015-01-30 03:13:03,39,1.0,3,2795,3,350,1250,19.0,21.0,31.0,188.0
1.0,2015-02-04 03:10:26,2015-02-04 04:03:26,39,1.0,4,2020,4,350,595,26.0,26.0,37.0,631.0
4.0,2015-02-06 19:22:54,2015-02-06 20:20:54,10,5.0,1,895,1,595,595,67.0,66.0,147.0,436.0
4.0,2015-02-14 00:45:30,2015-02-14 01:32:30,10,5.0,4,1745,4,225,595,46.0,42.0,54.0,713.0
4.0,2015-02-08 20:57:31,2015-02-08 21:29:31,10,5.0,1,1301,1,901,872,59.0,53.0,72.0,82.0
4.0,2015-01-28 03:53:57,2015-01-28 04:29:57,10,5.0,1,1100,1,1100,1100,87.0,57.0,91.0,659.0
4.0,2015-01-21 19:16:03,2015-01-21 20:05:03,10,5.0,1,750,1,750,750,64.0,60.0,106.0,728.0
4.0,2015-02-17 20:24:11,2015-02-17 21:24:11,10,5.0,1,3600,1,3600,3600,92.0,91.0,186.0,517.0
4.0,2015-01-24 00:43:26,2015-01-24 01:15:26,10,5.0,3,1050,3,75,550,52.0,39.0,38.0,427.0
4.0,2015-02-14 21:16:56,2015-02-14 21:48:56,10,5.0,2,950,2,200,750,47.0,45.0,54.0,349.0
4.0,2015-01-25 23:19:14,2015-01-25 23:54:14,10,5.0,1,3600,1,3600,3600,60.0,77.0,41.0,594.0
4.0,2015-01-30 18:59:51,2015-01-30 19:47:51,10,5.0,1,795,1,795,795,49.0,35.0,77.0,717.0
4.0,2015-01-31 02:51:16,2015-01-31 03:59:16,10,5.0,8,1850,6,195,500,101.0,91.0,198.0,694.0
4.0,2015-01-23 20:29:32,2015-01-23 21:18:32,10,5.0,1,3600,1,3600,3600,76.0,77.0,111.0,710.0
4.0,2015-02-08 19:28:35,2015-02-08 20:12:35,10,5.0,2,1145,2,450,695,30.0,26.0,39.0,727.0
4.0,2015-02-03 20:53:54,2015-02-03 21:31:54,10,5.0,1,3804,1,3768,3770,72.0,62.0,72.0,777.0
4.0,2015-02-01 18:19:52,2015-02-01 19:06:52,10,5.0,2,2045,2,695,750,12.0,13.0,18.0,717.0
4.0,2015-02-13 19:01:23,2015-02-13 19:49:23,10,5.0,3,1575,3,475,550,54.0,50.0,84.0,692.0
4.0,2015-01-23 21:03:16,2015-01-23 21:44:16,10,5.0,1,3500,1,3500,3500,52.0,43.0,64.0,519.0
4.0,2015-02-09 03:24:40,2015-02-09 04:10:40,10,5.0,2,1795,2,695,1100,93.0,85.0,146.0,401.0
4.0,2015-02-03 19:27:25,2015-02-03 20:15:25,10,5.0,4,2815,4,225,795,69.0,65.0,130.0,80.0
4.0,2015-02-16 04:16:14,2015-02-16 04:54:14,10,5.0,1,3300,1,3300,3300,86.0,73.0,89.0,697.0
4.0,2015-02-07 02:55:39,2015-02-07 04:01:39,10,5.0,1,3000,1,3000,3000,129.0,130.0,251.0,500.0
4.0,2015-02-08 20:20:50,2015-02-08 20:54:50,10,5.0,2,1800,2,550,750,52.0,43.0,50.0,588.0
4.0,2015-02-12 18:23:21,2015-02-12 19:06:21,10,5.0,1,1145,1,795,795,16.0,16.0,20.0,714.0
4.0,2015-01-31 19:00:11,2015-01-31 19:49:11,10,5.0,3,5575,3,275,3200,31.0,23.0,33.0,725.0
4.0,2015-01-21 18:56:27,2015-01-21 19:35:27,10,5.0,1,475,1,475,475,49.0,42.0,64.0,611.0
4.0,2015-02-17 21:07:46,2015-02-17 21:49:46,10,5.0,1,3000,1,3000,3000,81.0,78.0,109.0,648.0
4.0,2015-02-14 19:26:27,2015-02-14 20:12:27,10,5.0,3,585,1,195,195,30.0,29.0,46.0,797.0
4.0,2015-02-14 20:46:32,2015-02-14 21:24:32,10,5.0,5,1500,4,75,550,52.0,50.0,64.0,505.0
4.0,2015-02-12 21:58:14,2015-02-12 22:36:14,10,5.0,1,3600,1,3600,3600,41.0,32.0,36.0,651.0
4.0,2015-02-04 18:38:47,2015-02-04 19:16:47,10,5.0,1,945,1,695,695,29.0,22.0,28.0,717.0
4.0,2015-01-23 22:33:29,2015-01-23 23:26:29,10,5.0,3,8900,3,2100,3600,23.0,25.0,30.0,602.0
4.0,2015-02-13 22:39:55,2015-02-13 23:26:55,10,5.0,4,9800,4,1100,3400,29.0,18.0,20.0,519.0
4.0,2015-02-14 21:25:55,2015-02-14 21:57:55,10,5.0,4,2340,4,195,595,48.0,40.0,52.0,238.0
3.0,2015-01-29 01:02:16,2015-01-29 01:42:16,4,5.0,2,2300,2,1075,1225,5.0,1.0,1.0,355.0
3.0,2015-02-09 01:15:52,2015-02-09 01:59:52,4,5.0,1,1150,1,1150,1150,2.0,2.0,2.0,319.0
3.0,2015-01-27 21:18:33,2015-01-27 22:04:33,4,5.0,3,3750,3,1150,1175,3.0,4.0,4.0,652.0
3.0,2015-01-29 04:18:24,2015-01-29 04:59:24,4,5.0,2,1725,2,500,1225,3.0,3.0,6.0,271.0
3.0,2015-02-06 01:20:27,2015-02-06 02:03:27,4,5.0,3,3650,3,650,1600,7.0,1.0,0.0,405.0
3.0,2015-02-15 21:48:06,2015-02-15 22:29:06,4,5.0,3,3850,3,1075,1225,3.0,2.0,3.0,277.0
3.0,2015-02-07 22:06:49,2015-02-07 22:46:49,4,5.0,1,1050,1,1050,1050,3.0,2.0,3.0,470.0
3.0,2015-02-17 19:21:30,2015-02-17 19:58:30,4,5.0,1,1225,1,1225,1225,3.0,3.0,3.0,316.0
3.0,2015-01-27 18:48:38,2015-01-27 19:37:38,4,5.0,4,4500,4,600,1450,1.0,0.0,2.0,643.0
3.0,2015-02-10 05:00:08,2015-02-10 05:45:08,4,5.0,3,3675,3,1025,1225,2.0,2.0,0.0,532.0
3.0,2015-02-13 21:43:53,2015-02-13 22:25:53,4,5.0,2,2400,2,1050,1350,2.0,2.0,3.0,424.0
3.0,2015-02-12 03:53:23,2015-02-12 04:36:23,4,5.0,2,2475,2,1175,1300,5.0,5.0,6.0,454.0
3.0,2015-01-26 01:00:22,2015-01-26 01:40:22,4,5.0,1,1175,1,1075,1075,3.0,3.0,3.0,121.0
3.0,2015-02-09 05:54:27,2015-02-09 06:46:27,4,5.0,3,3950,3,1050,1225,1.0,0.0,0.0,556.0
3.0,2015-01-27 02:27:19,2015-01-27 03:18:19,4,5.0,6,6275,6,600,1450,4.0,4.0,8.0,490.0
3.0,2015-02-17 19:41:45,2015-02-17 20:24:45,4,5.0,2,2275,2,1050,1225,5.0,4.0,4.0,669.0
3.0,2015-02-17 19:41:12,2015-02-17 20:18:12,4,5.0,1,1225,1,1225,1225,5.0,4.0,4.0,316.0
3.0,2015-01-31 03:54:00,2015-01-31 04:39:00,4,5.0,2,2482,2,1054,1322,10.0,11.0,22.0,336.0
3.0,2015-02-02 21:36:06,2015-02-02 22:16:06,4,5.0,2,2400,2,1000,1150,4.0,4.0,5.0,406.0
3.0,2015-02-10 21:40:55,2015-02-10 22:18:55,4,5.0,1,1150,1,1150,1150,3.0,0.0,0.0,410.0
3.0,2015-01-30 02:44:42,2015-01-30 03:27:42,4,5.0,2,2500,2,1050,1450,6.0,5.0,4.0,451.0
3.0,2015-01-23 01:29:55,2015-01-23 02:10:55,4,5.0,2,2550,1,1150,1150,3.0,4.0,3.0,310.0
4.0,2015-02-15 22:18:04,2015-02-15 22:57:04,28,4.0,8,1903,7,100,329,38.0,37.0,51.0,281.0
4.0,2015-02-13 03:54:42,2015-02-13 04:29:42,28,4.0,4,956,2,159,319,94.0,65.0,104.0,185.0
4.0,2015-02-12 00:21:27,2015-02-12 00:58:27,28,4.0,7,1793,6,159,329,23.0,16.0,16.0,316.0
4.0,2015-02-15 00:49:52,2015-02-15 01:31:52,28,4.0,6,1415,5,100,279,30.0,30.0,43.0,239.0
4.0,2015-02-14 21:30:58,2015-02-14 22:04:58,28,4.0,7,947,4,0,299,37.0,31.0,34.0,474.0
4.0,2015-02-01 02:14:03,2015-02-01 02:58:03,28,4.0,15,1055,4,0,249,83.0,64.0,105.0,534.0
4.0,2015-02-03 04:09:11,2015-02-03 04:45:11,28,4.0,2,748,1,289,289,67.0,72.0,103.0,206.0
4.0,2015-02-14 04:38:37,2015-02-14 05:37:37,28,4.0,7,1045,5,100,249,76.0,75.0,130.0,702.0
4.0,2015-01-31 05:00:37,2015-01-31 05:36:37,28,4.0,4,697,4,100,289,78.0,78.0,97.0,307.0
4.0,2015-02-05 04:27:53,2015-02-05 05:21:53,28,4.0,20,1601,5,0,329,57.0,58.0,107.0,473.0
4.0,2015-01-24 02:15:10,2015-01-24 03:07:10,28,4.0,25,2227,3,94,208,127.0,101.0,188.0,473.0
4.0,2015-02-03 04:57:15,2015-02-03 05:30:15,28,4.0,4,726,3,129,299,44.0,43.0,58.0,193.0
4.0,2015-02-15 02:54:02,2015-02-15 03:46:02,28,4.0,14,836,4,0,319,99.0,97.0,161.0,374.0
4.0,2015-02-11 02:39:13,2015-02-11 03:23:13,28,4.0,4,1351,4,209,329,85.0,82.0,127.0,373.0
4.0,2015-02-17 04:32:39,2015-02-17 05:10:39,28,4.0,4,786,4,119,249,47.0,47.0,65.0,357.0
4.0,2015-02-13 06:19:41,2015-02-13 06:54:41,28,4.0,3,597,3,129,209,14.0,6.0,8.0,205.0
4.0,2015-02-14 19:43:55,2015-02-14 20:22:55,28,4.0,16,2564,3,139,329,47.0,47.0,58.0,470.0
4.0,2015-02-06 22:43:33,2015-02-06 23:20:33,28,4.0,9,2121,7,119,299,19.0,17.0,18.0,276.0
4.0,2015-02-12 02:22:25,2015-02-12 03:03:25,28,4.0,2,748,2,169,499,100.0,97.0,130.0,475.0
4.0,2015-02-03 04:33:02,2015-02-03 05:07:02,28,4.0,3,637,3,139,299,57.0,55.0,79.0,239.0
4.0,2015-02-09 03:21:42,2015-02-09 04:08:42,28,4.0,3,697,3,139,299,86.0,87.0,148.0,239.0
4.0,2015-02-15 05:17:56,2015-02-15 05:50:56,28,4.0,6,1713,2,224,457,53.0,50.0,60.0,268.0
4.0,2015-02-10 22:55:21,2015-02-10 23:30:21,28,4.0,17,1223,6,0,289,16.0,15.0,18.0,206.0
4.0,2015-01-29 02:53:05,2015-01-29 03:34:05,28,4.0,25,2395,4,0,329,91.0,77.0,116.0,473.0
4.0,2015-02-18 03:37:43,2015-02-18 04:16:43,28,4.0,4,1037,4,100,289,87.0,86.0,130.0,227.0
4.0,2015-01-29 05:43:12,2015-01-29 06:16:12,28,4.0,11,768,3,86,222,24.0,24.0,22.0,263.0
4.0,2015-02-08 04:06:53,2015-02-08 04:44:53,28,4.0,15,1384,8,0,279,77.0,74.0,96.0,302.0
4.0,2015-02-04 20:24:11,2015-02-04 20:57:11,28,4.0,5,727,4,100,229,59.0,58.0,76.0,129.0
3.0,2015-01-24 03:22:36,2015-01-24 04:21:36,46,4.0,4,7800,3,1700,2300,41.0,42.0,46.0,899.0
3.0,2015-01-31 01:22:04,2015-01-31 02:21:04,46,1.0,3,6300,3,1800,2500,15.0,14.0,18.0,643.0
3.0,2015-02-15 01:11:57,2015-02-15 02:08:57,46,1.0,2,5500,2,1000,4500,21.0,21.0,26.0,563.0
3.0,2015-02-13 02:22:04,2015-02-13 03:12:04,46,1.0,2,5100,2,1700,3400,32.0,31.0,26.0,679.0
3.0,2015-02-07 05:23:23,2015-02-07 06:13:23,46,1.0,1,2500,1,2500,2500,16.0,20.0,22.0,608.0
3.0,2015-02-08 01:47:37,2015-02-08 02:35:37,46,1.0,4,5455,4,770,2020,37.0,31.0,38.0,382.0
3.0,2015-02-08 02:13:09,2015-02-08 02:58:09,46,1.0,2,5000,2,400,4500,39.0,34.0,34.0,410.0
3.0,2015-02-06 02:30:46,2015-02-06 03:14:46,46,1.0,3,4400,3,1000,2200,36.0,36.0,43.0,281.0
3.0,2015-02-08 01:52:18,2015-02-08 02:39:18,46,1.0,1,1700,1,1700,1700,34.0,34.0,34.0,671.0
3.0,2015-01-31 04:58:33,2015-01-31 05:55:33,46,1.0,2,4200,2,1200,3000,26.0,27.0,32.0,811.0
3.0,2015-02-02 02:26:29,2015-02-02 03:17:29,46,1.0,3,2500,2,400,1700,26.0,26.0,40.0,460.0
3.0,2015-02-12 05:21:51,2015-02-12 06:08:51,46,1.0,1,2300,1,2300,2300,9.0,10.0,10.0,588.0
